Number,Time
231367580417,45
715510602769,75
292642659839,42
115967187797,21
920354079653,84
160479780719,36
326938135753,59
647136331937,71
179941482269,35
768806187283,85
216316196827,54
430525785847,74
916538644843,86
850201036177,72
120575196583,31
402107169887,48
460845859511,62
311211677897,50
242327308141,42
220825313473,40
122026750133,30
793944663107,83
232303231351,43
586227705719,69
155359880807,37
873725820817,90
107075495591,31
118559119871,33
852425953541,84
414995198129,59
647824342993,73
245804418661,39
192947351671,40
610545119533,58
3779827341461,272
1438268390777,124
1341012789923,112
5362718119741,290
7879444978099,382
1593442842701,134
5777285438513,311
3064815910837,202
1985276716777,153
6904683515713,348
1016493127649,100
8088806586739,382
3487518926713,233
1759190837353,138
1473392848531,128
3066804507287,205
3628279898141,230
8131560731797,381
5167723686149,286
1676984394181,135
8957796713717,405
3867943751297,251
3482242880741,220
1164159861143,102
1779932681117,141
2998934059369,199
3431211343733,234
1388623352429,119
4738619818931,264
2113245048451,156
1326524424059,118
3577411365601,229
5728576967623,304
1485225030551,131
1625678747569,130
1667780291123,132
2885837432879,200
4444942400999,258
1027187976263,95
2487290668483,184
8754705580589,399
1278435832937,123
1768730026997,141
6219117767857,328
2115191272267,158
1905831414901,148
1765195262291,157
1759115154353,140
3049845190277,203
1548236843201,128
1430472407803,123
8493153449653,393
4408571191147,265
1163925732139,103
5141130072223,291
3663325402259,228
3563327721043,228
5208204453779,286
3188598118339,212
2114216503171,161
1260186041773,108
3759707669533,249
7176162795467,354
8972323597967,421
3574311884197,223
1335107313301,121
6807966243763,340
1041822593183,97
2483649872861,183
1035482753057,96
31492562702479,848
54962099928887,1188
32774405673013,876
21860115010637,699
11067685806917,453
90471270756961,1531
14447802916237,545
76212577753843,1379
98328326927839,1584
66240911244929,1276
40130302843721,983
27029770507963,783
13968352092481,528
10261689250171,442
23603315584543,725
90202927227373,1524
37707624342151,945
26558000251469,757
55458414101179,1141
79216402520771,1404
14641449541429,541
12022616189047,488
32010532726801,854
53341238363459,1133
32449701337513,864
24547479469987,749
51294375231481,1120
86323203802567,1467
11113574653289,478
16588986824021,586
14795233772713,551
80154701953759,1409
26749191643901,775
53705796777299,1148
15391955923501,553
31797631336039,857
21508911316979,694
29287742256739,810
13786558837763,525
55869776330257,1172
12671759590489,500
51196380340349,1104
40910752653391,991
78685222489513,1423
34861008154879,904
21537371513687,678
22260697211213,706
65755437523843,1278
30122235045113,820
55198343643133,1161
35532714853001,905
28252428452779,800
12644263013593,505
46171223783023,1049
45636580062053,1042
57775783837169,1141
15858692944183,587
15625907687867,565
49375097628709,1085
78467377905793,1405
30873413737471,839
14911075111529,561
32317263989641,845
54393442453307,1148
19867555279673,652
18382670047487,619
34288258099421,915
61040848026527,1234
65400989285899,1377
74462578923157,1368
104874890460677,1645
265967774249003,2688
647091347111761,4275
923210683417943,4982
852087321662047,4802
380932943789581,3256
279999648458917,2715
363768319799263,3179
159134760194141,2049
892276639211701,4905
200425373922691,2259
674887948485637,4337
653527574047067,4165
824346458010151,4702
547801840946573,3831
105441654627629,1608
128090041572037,1822
516307140513869,3724
416539312224163,3392
850489221798149,4780
901570961831641,4956
509395579591247,3774
236702485418171,2445
416015471458597,3319
810012576102449,4641
129142605858223,1789
131775042548573,1868
947330419031377,5058
