Number,Time
948707413635,96
620797481622,76
725289900022,83
559930049974,76
658053866115,78
509559278550,69
965029630678,93
909313601146,93
989208276886,97
652104689510,76
723151270659,84
313965337457,54
112316255987,32
630696276769,80
765998433851,85
833350976162,87
571151553621,74
178534418852,40
