Number,Time
675738840767,109
217359620311,62
502106750687,93
203243861969,58
139226113979,49
431164884529,87
103287049321,42
309417701251,71
212538708163,63
508193354909,94
166439757203,55
111311295461,44
539210888081,98
108027349403,52
218519481809,62
119841471247,45
122840300887,46
694545966659,110
840554014799,121
294445480123,73
236527243079,64
950973387071,126
494682407617,92
194706854393,61
493490444987,92
234704522197,63
441177989167,90
581123297369,101
131091975841,48
463989044303,89
241106392127,65
942453468787,128
200596260367,59
977291349367,133
4350486226291,271
5217280864559,295
5115999711899,296
1807005884051,173
5627955346799,312
3079814703577,227
3341566918769,239
1643191185949,168
3946023453313,257
5478953529239,304
