Number,Time
90192156905243903,776
59082475250196860,4603
54095922845426932,3914
30499664616527432,3611
34458052643970360,4255
76287033636587294,4098
10187192253307926,3707
31270154426521588,3727
95658637175590888,4333
54529823536980759,2730
57256019125244879,751
58316292004794970,4248
46730343743127632,3992
38650392918769512,4169
19177230185506511,867
44939168087568149,661
40636813837004225,1848
56448542379344430,4743
59781853404288940,4199
93624808294635076,4048
28039607618077346,3708
80223255699839841,2352
94707471520892143,761
80301058581679554,4638
45618155853921068,3859
50520523024843224,4364
36421887114101796,4116
62405397984585930,4790
61162062055828036,3866
89776834642750647,2938
43635749032481028,4521
80677894782739793,1877
89924700339079437,2723
69054511999421500,4315
67374055541953246,4163
34473850602448275,2765
68887674010450330,4542
70483365643739419,1751
38949048842636291,939
304377579695396079,2949
923189097227586913,1187
356401394698004451,2882
693011968260393939,3004
244682682286469639,879
903141800250996777,3411
836328407148764949,2940
470548817271799653,2916
427469392463527828,4753
837365909547871948,5096
788231832058804232,5132
368418373328997428,4914
960280760781353981,1096
794239882515182838,6171
660997762114811740,5472
938464234967110166,5549
572993367429540348,5686
951596015698269371,971
429339069176288338,5083
456390063783059368,4990
272009391631180105,2712
843905167626547926,6205
180770301069801286,4629
310998435575637431,885
540638054595428137,990
152156369409371542,4541
243214920093024594,5290
927281642531358669,3058
530561288639661492,5526
764267881452216585,3892
265059762602766215,2636
435156561615440407,1047
427096074876175213,992
586603050693311667,3306
149048227727507093,947
520388006640184480,5403
558406997656894837,1656
725557710221163868,4944
599409621123045407,920
372786114456916907,933
617516839684309186,5056
377089600200419347,922
983425069787997299,887
886448559420692986,5312
416707495480456593,3457
146777640348564929,1414
814366571023734935,2225
331354797202268972,4752
146733770547931766,4479
634417455180546430,5525
376092407654233001,848
183422662111202281,768
963118333365122269,1189
658214920305890680,5313
702527348002424965,2148
274879588012475583,2865
357585811050328040,4975
584173637694640065,3952
263612996741508135,3533
835496793703380196,5042
761178094684210525,2866
585502020272559474,5801
537340976757958134,5648
342372700098862158,5511
